Year,Month,Stage of processing number,Stage of processing details,Index Value,
2011,JUL,1.1,Foodstuffs and feedstuffs,112.6,
2011,JUL,1.2,Non-food materials,129.4,
2011,JUL,1.2.1,Non-food materials except fuel,114.0,
2011,JUL,1.2.2,Crude fuel,136.0,
2011,JUL,2,Intermediate materials supplies and components,115.2,
2011,JUL,2.1,Materials and components for manufacturing,116.4,
2011,JUL,2.1.1,Materials for food manufacturing,119.0,
2011,JUL,2.1.2,Materials for others manufacturing,115.3,
2011,JUL,2.2,Materials and components for construction,102.1,
2011,JUL,2.3,Processed fuels and lubricants,125.9,
2011,JUL,2.4,Containers,103.5,
2011,JUL,2.5,Supplies,100.2,
2011,JUL,2.5.1,Manufacturing industries,100.0,
2011,JUL,2.5.2,Non-manufacturing industries,101.8,
2011,JUL,2.5.2.1,Feeds,-,
2011,JUL,2.5.2.2,Other supplies,101.8,
2011,JUL,3,Finished goods,99.6,
2011,JUL,3.1,Finished consumer goods,104.9,
2011,JUL,3.1.1,Finished consumer foods,107.4,
2011,JUL,3.1.1.1,Crude,105.5,
2011,JUL,3.1.1.2,Processed,107.6,
2011,JUL,3.1.2,Finished consumer goods excluding foods,103.8,
2011,JUL,3.1.2.1,Durable,101.9,
2011,JUL,3.1.2.2,Semi-durable,103.1,
2011,JUL,3.1.2.3,Non-durable,105.6,
2011,JUL,3.2,Capital equipment,97.1,
2011,JUL,3.2.1,Manufacturing industries,96.0,
2011,JUL,3.2.2,Non-manufacturing industries,98.0,
2011,AUG,Total,Total,113.5,
2011,AUG,1,Crude materials for further processing,121.4,
2011,AUG,1.1,Foodstuffs and feedstuffs,112.6,
2011,AUG,1.2,Non-food materials,123.6,
2011,AUG,1.2.1,Non-food materials except fuel,115.0,
2011,AUG,1.2.2,Crude fuel,127.3,
2011,AUG,2,Intermediate materials supplies and components,117.1,
2011,AUG,2.1,Materials and components for manufacturing,114.9,
2011,AUG,2.1.1,Materials for food manufacturing,116.6,
2011,AUG,2.1.2,Materials for others manufacturing,114.2,
2011,AUG,2.2,Materials and components for construction,102.1,
2011,AUG,2.3,Processed fuels and lubricants,136.5,
2011,AUG,2.4,Containers,104.6,
2011,AUG,2.5,Supplies,100.8,
2011,AUG,2.5.1,Manufacturing industries,100.8,
2011,AUG,2.5.2,Non-manufacturing industries,101.2,
2011,AUG,2.5.2.1,Feeds,-,
2011,AUG,2.5.2.2,Other supplies,101.2,
2011,AUG,3,Finished goods,100.1,
2011,AUG,3.1,Finished consumer goods,105.1,
2011,AUG,3.1.1,Finished consumer foods,107.7,
2011,AUG,3.1.1.1,Crude,108.3,
2011,AUG,3.1.1.2,Processed,107.7,
2011,AUG,3.1.2,Finished consumer goods excluding foods,104.0,
2011,AUG,3.1.2.1,Durable,101.9,
2011,AUG,3.1.2.2,Semi-durable,103.2,
2011,AUG,3.1.2.3,Non-durable,105.9,
2011,AUG,3.2,Capital equipment,97.7,
2011,AUG,3.2.1,Manufacturing industries,96.7,
2011,AUG,3.2.2,Non-manufacturing industries,98.5,
2011,SEP,Total,Total,113.2,
2011,SEP,1,Crude materials for further processing,122.9,
2011,SEP,1.1,Foodstuffs and feedstuffs,114.9,
2011,SEP,1.2,Non-food materials,124.9,
2011,SEP,1.2.1,Non-food materials except fuel,112.0,
2011,SEP,1.2.2,Crude fuel,130.4,
2011,SEP,2,Intermediate materials supplies and components,115.9,
2011,SEP,2.1,Materials and components for manufacturing,115.4,
2011,SEP,2.1.1,Materials for food manufacturing,115.1,
2011,SEP,2.1.2,Materials for others manufacturing,115.5,
2011,SEP,2.2,Materials and components for construction,102.2,
2011,SEP,2.3,Processed fuels and lubricants,130.1,
2011,SEP,2.4,Containers,105.1,
2011,SEP,2.5,Supplies,101.3,
2011,SEP,2.5.1,Manufacturing industries,101.2,
2011,SEP,2.5.2,Non-manufacturing industries,102.1,
2011,SEP,2.5.2.1,Feeds,-,
2011,SEP,2.5.2.2,Other supplies,102.1,
2011,SEP,3,Finished goods,100.1,
2011,SEP,3.1,Finished consumer goods,105.4,
2011,SEP,3.1.1,Finished consumer foods,108.5,
2011,SEP,3.1.1.1,Crude,109.5,
2011,SEP,3.1.1.2,Processed,108.4,
2011,SEP,3.1.2,Finished consumer goods excluding foods,104.0,
2011,SEP,3.1.2.1,Durable,101.9,
2011,SEP,3.1.2.2,Semi-durable,103.5,
2011,SEP,3.1.2.3,Non-durable,105.9,
2011,SEP,3.2,Capital equipment,97.5,
2011,SEP,3.2.1,Manufacturing industries,96.7,
2011,SEP,3.2.2,Non-manufacturing industries,98.1,
2011,OCT,Total,Total,112.9,
2011,OCT,1,Crude materials for further processing,123.2,
2011,OCT,1.1,Foodstuffs and feedstuffs,114.3,
2011,OCT,1.2,Non-food materials,125.4,
2011,OCT,1.2.1,Non-food materials except fuel,102.0,
2011,OCT,1.2.2,Crude fuel,135.4,
2011,OCT,2,Intermediate materials supplies and components,115.3,
2011,OCT,2.1,Materials and components for manufacturing,112.9,
2011,OCT,2.1.1,Materials for food manufacturing,111.8,
2011,OCT,2.1.2,Materials for others manufacturing,113.3,
2011,OCT,2.2,Materials and components for construction,102.1,
2011,OCT,2.3,Processed fuels and lubricants,133.1,
2011,OCT,2.4,Containers,105.0,
2011,OCT,2.5,Supplies,101.9,
2011,OCT,2.5.1,Manufacturing industries,101.9,
2011,OCT,2.5.2,Non-manufacturing industries,102.0,
2011,OCT,2.5.2.1,Feeds,-,
2011,OCT,2.5.2.2,Other supplies,102.0,
2011,OCT,3,Finished goods,100.0,
2011,OCT,3.1,Finished consumer goods,105.0,
2011,OCT,3.1.1,Finished consumer foods,108.2,
2011,OCT,3.1.1.1,Crude,111.9,
2011,OCT,3.1.1.2,Processed,107.8,
2011,OCT,3.1.2,Finished consumer goods excluding foods,103.6,
2011,OCT,3.1.2.1,Durable,101.9,
2011,OCT,3.1.2.2,Semi-durable,103.4,
2011,OCT,3.1.2.3,Non-durable,105.0,
2011,OCT,3.2,Capital equipment,97.6,
2011,OCT,3.2.1,Manufacturing industries,96.7,
2011,OCT,3.2.2,Non-manufacturing industries,98.3,
2011,NOV,Total,Total,112.2,
2011,NOV,1,Crude materials for further processing,123.9,
2011,NOV,1.1,Foodstuffs and feedstuffs,113.8,
2011,NOV,1.2,Non-food materials,126.4,
2011,NOV,1.2.1,Non-food materials except fuel,111.0,
2011,NOV,1.2.2,Crude fuel,132.9,
2011,NOV,2,Intermediate materials supplies and components,113.7,
2011,NOV,2.1,Materials and components for manufacturing,110.7,
2011,NOV,2.1.1,Materials for food manufacturing,112.5,
2011,NOV,2.1.2,Materials for others manufacturing,110.0,
2011,NOV,2.2,Materials and components for construction,101.9,
2011,NOV,2.3,Processed fuels and lubricants,129.4,
2011,NOV,2.4,Containers,104.3,
2011,NOV,2.5,Supplies,105.4,
2011,NOV,2.5.1,Manufacturing industries,105.8,
2011,NOV,2.5.2,Non-manufacturing industries,102.0,
2011,NOV,2.5.2.1,Feeds,-,
2011,NOV,2.5.2.2,Other supplies,102.0,
2011,NOV,3,Finished goods,99.9,
2011,NOV,3.1,Finished consumer goods,105.3,
2011,NOV,3.1.1,Finished consumer foods,108.6,
2011,NOV,3.1.1.1,Crude,114.0,
2011,NOV,3.1.1.2,Processed,108.1,
2011,NOV,3.1.2,Finished consumer goods excluding foods,103.9,
2011,NOV,3.1.2.1,Durable,102.0,
2011,NOV,3.1.2.2,Semi-durable,104.1,
2011,NOV,3.1.2.3,Non-durable,105.1,
2011,NOV,3.2,Capital equipment,97.4,
2011,NOV,3.2.1,Manufacturing industries,97.5,
2011,NOV,3.2.2,Non-manufacturing industries,97.3,
2011,DEC,Total,Total,113.4,
2011,DEC,1,Crude materials for further processing,123.9,
2011,DEC,1.1,Foodstuffs and feedstuffs,113.3,
2011,DEC,1.2,Non-food materials,126.6,
2011,DEC,1.2.1,Non-food materials except fuel,111.6,
2011,DEC,1.2.2,Crude fuel,133.0,
2011,DEC,2,Intermediate materials supplies and components,115.8,
2011,DEC,2.1,Materials and components for manufacturing,111.8,
2011,DEC,2.1.1,Materials for food manufacturing,114.1,
2011,DEC,2.1.2,Materials for others manufacturing,110.8,
2011,DEC,2.2,Materials and components for construction,102.2,
2011,DEC,2.3,Processed fuels and lubricants,134.9,
2011,DEC,2.4,Containers,103.5,
2011,DEC,2.5,Supplies,106.7,
2011,DEC,2.5.1,Manufacturing industries,107.4,
2011,DEC,2.5.2,Non-manufacturing industries,102.3,
2011,DEC,2.5.2.1,Feeds,-,
2011,DEC,2.5.2.2,Other supplies,102.3,
2011,DEC,3,Finished goods,100.1,
2011,DEC,3.1,Finished consumer goods,105.1,
2011,DEC,3.1.1,Finished consumer foods,108.3,
2011,DEC,3.1.1.1,Crude,113.4,
2011,DEC,3.1.1.2,Processed,107.8,
2011,DEC,3.1.2,Finished consumer goods excluding foods,103.7,
2011,DEC,3.1.2.1,Durable,102.1,
2011,DEC,3.1.2.2,Semi-durable,104.6,
2011,DEC,3.1.2.3,Non-durable,104.0,
2011,DEC,3.2,Capital equipment,97.7,
2011,DEC,3.2.1,Manufacturing industries,98.1,
2011,DEC,3.2.2,Non-manufacturing industries,97.3,
2012,JAN,Total,Total,113.4,
2012,JAN,1,Crude materials for further processing,126.1,
2012,JAN,1.1,Foodstuffs and feedstuffs,113.4,
2012,JAN,1.2,Non-food materials,129.4,
2012,JAN,1.2.1,Non-food materials except fuel,115.3,
2012,JAN,1.2.2,Crude fuel,135.3,
2012,JAN,2,Intermediate materials supplies and components,115.0,
2012,JAN,2.1,Materials and components for manufacturing,112.5,
2012,JAN,2.1.1,Materials for food manufacturing,116.8,
2012,JAN,2.1.2,Materials for others manufacturing,110.7,
2012,JAN,2.2,Materials and components for construction,102.2,
2012,JAN,2.3,Processed fuels and lubricants,130.1,
2012,JAN,2.4,Containers,104.7,
2012,JAN,2.5,Supplies,107.0,
2012,JAN,2.5.1,Manufacturing industries,107.6,
2012,JAN,2.5.2,Non-manufacturing industries,102.9,
2012,JAN,2.5.2.1,Feeds,-,
2012,JAN,2.5.2.2,Other supplies,102.9,
2012,JAN,3,Finished goods,100.1,
2012,JAN,3.1,Finished consumer goods,105.1,
2012,JAN,3.1.1,Finished consumer foods,109.0,
2012,JAN,3.1.1.1,Crude,112.1,
2012,JAN,3.1.1.2,Processed,108.7,
2012,JAN,3.1.2,Finished consumer goods excluding foods,103.3,
2012,JAN,3.1.2.1,Durable,102.0,
2012,JAN,3.1.2.2,Semi-durable,104.4,
2012,JAN,3.1.2.3,Non-durable,103.5,
2012,JAN,3.2,Capital equipment,97.8,
2012,JAN,3.2.1,Manufacturing industries,99.1,
2012,JAN,3.2.2,Non-manufacturing industries,96.7,
2012,FEB,Total,Total,114.0,
2012,FEB,1,Crude materials for further processing,127.7,
2012,FEB,1.1,Foodstuffs and feedstuffs,112.2,
2012,FEB,1.2,Non-food materials,131.6,
2012,FEB,1.2.1,Non-food materials except fuel,112.6,
2012,FEB,1.2.2,Crude fuel,139.6,
2012,FEB,2,Intermediate materials supplies and components,115.6,
2012,FEB,2.1,Materials and components for manufacturing,112.4,
2012,FEB,2.1.1,Materials for food manufacturing,115.7,
2012,FEB,2.1.2,Materials for others manufacturing,111.1,
2012,FEB,2.2,Materials and components for construction,102.0,
2012,FEB,2.3,Processed fuels and lubricants,132.7,
2012,FEB,2.4,Containers,105.1,
2012,FEB,2.5,Supplies,106.7,
2012,FEB,2.5.1,Manufacturing industries,107.2,
2012,FEB,2.5.2,Non-manufacturing industries,102.9,
2012,FEB,2.5.2.1,Feeds,-,
2012,FEB,2.5.2.2,Other supplies,102.9,
2012,FEB,3,Finished goods,100.2,
2012,FEB,3.1,Finished consumer goods,105.1,
2012,FEB,3.1.1,Finished consumer foods,108.8,
2012,FEB,3.1.1.1,Crude,112.6,
2012,FEB,3.1.1.2,Processed,108.4,
2012,FEB,3.1.2,Finished consumer goods excluding foods,103.4,
2012,FEB,3.1.2.1,Durable,102.4,
2012,FEB,3.1.2.2,Semi-durable,104.7,
2012,FEB,3.1.2.3,Non-durable,103.2,
2012,FEB,3.2,Capital equipment,97.9,
2012,FEB,3.2.1,Manufacturing industries,98.9,
2012,FEB,3.2.2,Non-manufacturing industries,97.2,
2012,MAR,Total,Total,115.3,
2012,MAR,1,Crude materials for further processing,132.3,
2012,MAR,1.1,Foodstuffs and feedstuffs,111.9,
2012,MAR,1.2,Non-food materials,137.5,
2012,MAR,1.2.1,Non-food materials except fuel,119.9,
2012,MAR,1.2.2,Crude fuel,144.9,
2012,MAR,2,Intermediate materials supplies and components,116.3,
2012,MAR,2.1,Materials and components for manufacturing,113.2,
2012,MAR,2.1.1,Materials for food manufacturing,117.6,
2012,MAR,2.1.2,Materials for others manufacturing,111.4,
2012,MAR,2.2,Materials and components for construction,102.0,
2012,MAR,2.3,Processed fuels and lubricants,133.3,
2012,MAR,2.4,Containers,104.2,
2012,MAR,2.5,Supplies,107.7,
2012,MAR,2.5.1,Manufacturing industries,108.4,
2012,MAR,2.5.2,Non-manufacturing industries,102.9,
2012,MAR,2.5.2.1,Feeds,-,
2012,MAR,2.5.2.2,Other supplies,102.9,
2012,MAR,3,Finished goods,100.3,
2012,MAR,3.1,Finished consumer goods,105.1,
2012,MAR,3.1.1,Finished consumer foods,108.6,
2012,MAR,3.1.1.1,Crude,113.2,
2012,MAR,3.1.1.2,Processed,108.1,
2012,MAR,3.1.2,Finished consumer goods excluding foods,103.5,
2012,MAR,3.1.2.1,Durable,102.6,
2012,MAR,3.1.2.2,Semi-durable,104.7,
2012,MAR,3.1.2.3,Non-durable,103.3,
2012,MAR,3.2,Capital equipment,98.0,
2012,MAR,3.2.1,Manufacturing industries,98.5,
2012,MAR,3.2.2,Non-manufacturing industries,97.6,
2012,APR,Total,Total,115.8,
2012,APR,1,Crude materials for further processing,132.2,
2012,APR,1.1,Foodstuffs and feedstuffs,112.1,
2012,APR,1.2,Non-food materials,137.3,
2012,APR,1.2.1,Non-food materials except fuel,126.3,
2012,APR,1.2.2,Crude fuel,142.0,
2012,APR,2,Intermediate materials supplies and components,117.1,
2012,APR,2.1,Materials and components for manufacturing,115.3,
2012,APR,2.1.1,Materials for food manufacturing,123.5,
2012,APR,2.1.2,Materials for others manufacturing,112.1,
2012,APR,2.2,Materials and components for construction,102.2,
2012,APR,2.3,Processed fuels and lubricants,131.3,
2012,APR,2.4,Containers,104.5,
2012,APR,2.5,Supplies,109.1,
2012,APR,2.5.1,Manufacturing industries,109.9,
2012,APR,2.5.2,Non-manufacturing industries,103.2,
2012,APR,2.5.2.1,Feeds,-,
2012,APR,2.5.2.2,Other supplies,103.2,
2012,APR,3,Finished goods,100.4,
2012,APR,3.1,Finished consumer goods,104.7,
2012,APR,3.1.1,Finished consumer foods,107.3,
2012,APR,3.1.1.1,Crude,107.6,
2012,APR,3.1.1.2,Processed,107.2,
2012,APR,3.1.2,Finished consumer goods excluding foods,103.5,
2012,APR,3.1.2.1,Durable,102.8,
2012,APR,3.1.2.2,Semi-durable,104.5,
2012,APR,3.1.2.3,Non-durable,103.4,
2012,APR,3.2,Capital equipment,98.4,
2012,APR,3.2.1,Manufacturing industries,99.2,
2012,APR,3.2.2,Non-manufacturing industries,97.7,
2012,MAY,Total,Total,114.1,
2012,MAY,1,Crude materials for further processing,123.0,
2012,MAY,1.1,Foodstuffs and feedstuffs,113.0,
2012,MAY,1.2,Non-food materials,125.5,
2012,MAY,1.2.1,Non-food materials except fuel,114.9,
2012,MAY,1.2.2,Crude fuel,129.9,
2012,MAY,2,Intermediate materials supplies and components,117.5,
2012,MAY,2.1,Materials and components for manufacturing,114.8,
2012,MAY,2.1.1,Materials for food manufacturing,121.3,
2012,MAY,2.1.2,Materials for others manufacturing,112.2,
2012,MAY,2.2,Materials and components for construction,101.9,
2012,MAY,2.3,Processed fuels and lubricants,135.2,
2012,MAY,2.4,Containers,104.6,
2012,MAY,2.5,Supplies,107.4,
2012,MAY,2.5.1,Manufacturing industries,108.0,
2012,MAY,2.5.2,Non-manufacturing industries,102.9,
2012,MAY,2.5.2.1,Feeds,-,
2012,MAY,2.5.2.2,Other supplies,102.9,
2012,MAY,3,Finished goods,100.3,
2012,MAY,3.1,Finished consumer goods,104.8,
2012,MAY,3.1.1,Finished consumer foods,107.5,
2012,MAY,3.1.1.1,Crude,108.6,
2012,MAY,3.1.1.2,Processed,107.4,
2012,MAY,3.1.2,Finished consumer goods excluding foods,103.6,
2012,MAY,3.1.2.1,Durable,102.9,
2012,MAY,3.1.2.2,Semi-durable,104.9,
2012,MAY,3.1.2.3,Non-durable,103.2,
2012,MAY,3.2,Capital equipment,98.1,
2012,MAY,3.2.1,Manufacturing industries,98.6,
2012,MAY,3.2.2,Non-manufacturing industries,97.7,
2012,JUN,Total,Total,111.5,
2012,JUN,1,Crude materials for further processing,114.9,
2012,JUN,1.1,Foodstuffs and feedstuffs,112.5,
2012,JUN,1.2,Non-food materials,115.5,
2012,JUN,1.2.1,Non-food materials except fuel,106.4,
2012,JUN,1.2.2,Crude fuel,119.3,
2012,JUN,2,Intermediate materials supplies and components,115.5,
2012,JUN,2.1,Materials and components for manufacturing,110.8,
2012,JUN,2.1.1,Materials for food manufacturing,114.3,
2012,JUN,2.1.2,Materials for others manufacturing,109.4,
2012,JUN,2.2,Materials and components for construction,102.4,
2012,JUN,2.3,Processed fuels and lubricants,134.9,
2012,JUN,2.4,Containers,103.8,
2012,JUN,2.5,Supplies,107.6,
2012,JUN,2.5.1,Manufacturing industries,108.2,
2012,JUN,2.5.2,Non-manufacturing industries,103.1,
2012,JUN,2.5.2.1,Feeds,-,
2012,JUN,2.5.2.2,Other supplies,103.1,
2012,JUN,3,Finished goods,100.6,
2012,JUN,3.1,Finished consumer goods,105.1,
2012,JUN,3.1.1,Finished consumer foods,108.1,
2012,JUN,3.1.1.1,Crude,109.4,
2012,JUN,3.1.1.2,Processed,108.0,
2012,JUN,3.1.2,Finished consumer goods excluding foods,103.7,
2012,JUN,3.1.2.1,Durable,103.0,
2012,JUN,3.1.2.2,Semi-durable,104.6,
2012,JUN,3.1.2.3,Non-durable,103.7,
2012,JUN,3.2,Capital equipment,98.4,
2012,JUN,3.2.1,Manufacturing industries,99.2,
2012,JUN,3.2.2,Non-manufacturing industries,97.8,
2012,JUL,Total,Total,112.4,
2012,JUL,1,Crude materials for further processing,119.1,
2012,JUL,1.1,Foodstuffs and feedstuffs,112.6,
2012,JUL,1.2,Non-food materials,120.8,
2012,JUL,1.2.1,Non-food materials except fuel,108.3,
2012,JUL,1.2.2,Crude fuel,126.0,
2012,JUL,2,Intermediate materials supplies and components,115.7,
2012,JUL,2.1,Materials and components for manufacturing,110.3,
2012,JUL,2.1.1,Materials for food manufacturing,114.5,
2012,JUL,2.1.2,Materials for others manufacturing,108.6,
2012,JUL,2.2,Materials and components for construction,102.3,
2012,JUL,2.3,Processed fuels and lubricants,136.5,
2012,JUL,2.4,Containers,104.1,
2012,JUL,2.5,Supplies,108.9,
2012,JUL,2.5.1,Manufacturing industries,109.6,
2012,JUL,2.5.2,Non-manufacturing industries,103.5,
2012,JUL,2.5.2.1,Feeds,-,
2012,JUL,2.5.2.2,Other supplies,103.5,
2012,JUL,3,Finished goods,100.5,
2012,JUL,3.1,Finished consumer goods,104.8,
2012,JUL,3.1.1,Finished consumer foods,107.4,
2012,JUL,3.1.1.1,Crude,108.8,
2012,JUL,3.1.1.2,Processed,107.3,
2012,JUL,3.1.2,Finished consumer goods excluding foods,103.7,
2012,JUL,3.1.2.1,Durable,102.9,
2012,JUL,3.1.2.2,Semi-durable,105.1,
2012,JUL,3.1.2.3,Non-durable,103.3,
2012,JUL,3.2,Capital equipment,98.5,
2012,JUL,3.2.1,Manufacturing industries,99.2,
2012,JUL,3.2.2,Non-manufacturing industries,97.9,
2012,AUG,Total,Total,112.8,
2012,AUG,1,Crude materials for further processing,121.1,
2012,AUG,1.1,Foodstuffs and feedstuffs,112.1,
2012,AUG,1.2,Non-food materials,123.4,
2012,AUG,1.2.1,Non-food materials except fuel,99.8,
2012,AUG,1.2.2,Crude fuel,133.4,
2012,AUG,2,Intermediate materials supplies and components,115.7,
2012,AUG,2.1,Materials and components for manufacturing,108.2,
2012,AUG,2.1.1,Materials for food manufacturing,110.8,
2012,AUG,2.1.2,Materials for others manufacturing,107.2,
2012,AUG,2.2,Materials and components for construction,102.5,
2012,AUG,2.3,Processed fuels and lubricants,140.5,
2012,AUG,2.4,Containers,104.1,
2012,AUG,2.5,Supplies,109.0,
2012,AUG,2.5.1,Manufacturing industries,109.7,
2012,AUG,2.5.2,Non-manufacturing industries,103.9,
2012,AUG,2.5.2.1,Feeds,-,
2012,AUG,2.5.2.2,Other supplies,103.9,
2012,AUG,3,Finished goods,100.4,
2012,AUG,3.1,Finished consumer goods,104.7,
2012,AUG,3.1.1,Finished consumer foods,107.2,
2012,AUG,3.1.1.1,Crude,111.2,
2012,AUG,3.1.1.2,Processed,106.8,
2012,AUG,3.1.2,Finished consumer goods excluding foods,103.6,
2012,AUG,3.1.2.1,Durable,102.9,
2012,AUG,3.1.2.2,Semi-durable,105.5,
2012,AUG,3.1.2.3,Non-durable,102.6,
2012,AUG,3.2,Capital equipment,98.4,
2012,AUG,3.2.1,Manufacturing industries,99.2,
2012,AUG,3.2.2,Non-manufacturing industries,97.9,
2012,SEP,Total,Total,110.8,
2012,SEP,1,Crude materials for further processing,119.7,
2012,SEP,1.1,Foodstuffs and feedstuffs,113.1,
2012,SEP,1.2,Non-food materials,121.4,
2012,SEP,1.2.1,Non-food materials except fuel,95.2,
2012,SEP,1.2.2,Crude fuel,132.4,
2012,SEP,2,Intermediate materials supplies and components,112.6,
2012,SEP,2.1,Materials and components for manufacturing,106.8,
2012,SEP,2.1.1,Materials for food manufacturing,106.2,
2012,SEP,2.1.2,Materials for others manufacturing,107.1,
2012,SEP,2.2,Materials and components for construction,102.4,
2012,SEP,2.3,Processed fuels and lubricants,130.2,
2012,SEP,2.4,Containers,103.9,
2012,SEP,2.5,Supplies,110.5,
2012,SEP,2.5.1,Manufacturing industries,111.4,
2012,SEP,2.5.2,Non-manufacturing industries,103.8,
2012,SEP,2.5.2.1,Feeds,-,
2012,SEP,2.5.2.2,Other supplies,103.8,
2012,SEP,3,Finished goods,100.2,
2012,SEP,3.1,Finished consumer goods,104.6,
2012,SEP,3.1.1,Finished consumer foods,107.2,
2012,SEP,3.1.1.1,Crude,113.6,
2012,SEP,3.1.1.2,Processed,106.6,
2012,SEP,3.1.2,Finished consumer goods excluding foods,103.4,
2012,SEP,3.1.2.1,Durable,103.1,
2012,SEP,3.1.2.2,Semi-durable,105.4,
2012,SEP,3.1.2.3,Non-durable,102.3,
2012,SEP,3.2,Capital equipment,98.2,
2012,SEP,3.2.1,Manufacturing industries,98.6,
2012,SEP,3.2.2,Non-manufacturing industries,97.9,
2012,OCT,Total,Total,108.5,
2012,OCT,1,Crude materials for further processing,114.2,
2012,OCT,1.1,Foodstuffs and feedstuffs,113.1,
2012,OCT,1.2,Non-food materials,114.4,
2012,OCT,1.2.1,Non-food materials except fuel,77.8,
2012,OCT,1.2.2,Crude fuel,129.9,
2012,OCT,2,Intermediate materials supplies and components,110.4,
2012,OCT,2.1,Materials and components for manufacturing,103.4,
2012,OCT,2.1.1,Materials for food manufacturing,96.4,
2012,OCT,2.1.2,Materials for others manufacturing,106.2,
2012,OCT,2.2,Materials and components for construction,102.4,
2012,OCT,2.3,Processed fuels and lubricants,128.6,
2012,OCT,2.4,Containers,104.0,
2012,OCT,2.5,Supplies,110.1,
2012,OCT,2.5.1,Manufacturing industries,110.9,
2012,OCT,2.5.2,Non-manufacturing industries,104.0,
2012,OCT,2.5.2.1,Feeds,-,
2012,OCT,2.5.2.2,Other supplies,104.0,
2012,OCT,3,Finished goods,100.4,
2012,OCT,3.1,Finished consumer goods,104.6,
2012,OCT,3.1.1,Finished consumer foods,107.4,
2012,OCT,3.1.1.1,Crude,115.4,
2012,OCT,3.1.1.2,Processed,106.6,
2012,OCT,3.1.2,Finished consumer goods excluding foods,103.5,
2012,OCT,3.1.2.1,Durable,103.1,
2012,OCT,3.1.2.2,Semi-durable,105.5,
2012,OCT,3.1.2.3,Non-durable,102.3,
2012,OCT,3.2,Capital equipment,98.3,
2012,OCT,3.2.1,Manufacturing industries,98.7,
2012,OCT,3.2.2,Non-manufacturing industries,98.0,
2012,NOV,Total,Total,107.0,
2012,NOV,1,Crude materials for further processing,112.3,
2012,NOV,1.1,Foodstuffs and feedstuffs,112.8,
2012,NOV,1.2,Non-food materials,112.1,
2012,NOV,1.2.1,Non-food materials except fuel,76.8,
2012,NOV,1.2.2,Crude fuel,127.1,
